cp,alcaldia,poblacion_alcaldia_2020,latitud_aprox,longitud_aprox
09880,Iztapalapa,1863363,19.244,-98.979
09890,Iztapalapa,1863363,19.243,-98.978
09897,Iztapalapa,1863363,19.242,-98.977
09898,Iztapalapa,1863363,19.241,-98.976
09899,Iztapalapa,1863363,19.24,-98.975
09900,Iztapalapa,1863363,19.239,-98.974
09910,Iztapalapa,1863363,19.238,-98.973
09920,Iztapalapa,1863363,19.237,-98.972
09930,Iztapalapa,1863363,19.236,-98.971
09940,Iztapalapa,1863363,19.235,-98.97
09960,Iztapalapa,1863363,19.234,-98.969
09969,Iztapalapa,1863363,19.233,-98.968
09970,Iztapalapa,1863363,19.232,-98.967
10000,La Magdalena Contreras,247622,19.3322,-99.2111
10010,La Magdalena Contreras,247622,19.331,-99.21
10020,La Magdalena Contreras,247622,19.33,-99.209
10100,La Magdalena Contreras,247622,19.329,-99.208
10110,La Magdalena Contreras,247622,19.328,-99.207
10130,La Magdalena Contreras,247622,19.327,-99.206
10140,La Magdalena Contreras,247622,19.326,-99.205
10200,La Magdalena Contreras,247622,19.325,-99.204
10300,La Magdalena Contreras,247622,19.324,-99.203
10309,La Magdalena Contreras,247622,19.323,-99.202
10320,La Magdalena Contreras,247622,19.322,-99.201
10330,La Magdalena Contreras,247622,19.321,-99.2
10340,La Magdalena Contreras,247622,19.32,-99.199
10350,La Magdalena Contreras,247622,19.319,-99.198
10360,La Magdalena Contreras,247622,19.318,-99.197
10368,La Magdalena Contreras,247622,19.317,-99.196
10369,La Magdalena Contreras,247622,19.316,-99.195
10370,La Magdalena Contreras,247622,19.315,-99.194
10378,La Magdalena Contreras,247622,19.314,-99.193
10379,La Magdalena Contreras,247622,19.313,-99.192
10380,La Magdalena Contreras,247622,19.312,-99.191
10400,La Magdalena Contreras,247622,19.311,-99.19
10500,La Magdalena Contreras,247622,19.31,-99.189
10580,La Magdalena Contreras,247622,19.309,-99.188
10600,La Magdalena Contreras,247622,19.308,-99.187
10610,La Magdalena Contreras,247622,19.307,-99.186
10620,La Magdalena Contreras,247622,19.306,-99.185
10630,La Magdalena Contreras,247622,19.305,-99.184
10640,La Magdalena Contreras,247622,19.304,-99.183
10700,La Magdalena Contreras,247622,19.303,-99.182
10710,La Magdalena Contreras,247622,19.302,-99.181
10800,La Magdalena Contreras,247622,19.301,-99.18
10810,La Magdalena Contreras,247622,19.3,-99.179
10820,La Magdalena Contreras,247622,19.299,-99.178
10830,La Magdalena Contreras,247622,19.298,-99.177
10840,La Magdalena Contreras,247622,19.297,-99.176
10900,La Magdalena Contreras,247622,19.296,-99.175
10910,La Magdalena Contreras,247622,19.295,-99.174
10920,La Magdalena Contreras,247622,19.294,-99.173
10926,La Magdalena Contreras,247622,19.293,-99.172
11000,Miguel Hidalgo,414470,19.4342,-99.2003
11040,Miguel Hidalgo,414470,19.433,-99.199
11100,Miguel Hidalgo,414470,19.432,-99.198
11200,Miguel Hidalgo,414470,19.431,-99.197
11210,Miguel Hidalgo,414470,19.43,-99.196
11220,Miguel Hidalgo,414470,19.429,-99.195
11230,Miguel Hidalgo,414470,19.428,-99.194
11240,Miguel Hidalgo,414470,19.427,-99.193
11250,Miguel Hidalgo,414470,19.426,-99.192
11260,Miguel Hidalgo,414470,19.425,-99.191
11270,Miguel Hidalgo,414470,19.424,-99.19
11280,Miguel Hidalgo,414470,19.423,-99.189
11289,Miguel Hidalgo,414470,19.422,-99.188
11290,Miguel Hidalgo,414470,19.421,-99.187
11300,Miguel Hidalgo,414470,19.42,-99.186
11310,Miguel Hidalgo,414470,19.419,-99.185
11320,Miguel Hidalgo,414470,19.418,-99.184
11330,Miguel Hidalgo,414470,19.417,-99.183
11340,Miguel Hidalgo,414470,19.416,-99.182
11350,Miguel Hidalgo,414470,19.415,-99.181
11360,Miguel Hidalgo,414470,19.414,-99.18
11370,Miguel Hidalgo,414470,19.413,-99.179
11400,Miguel Hidalgo,414470,19.412,-99.178
11410,Miguel Hidalgo,414470,19.411,-99.177
11420,Miguel Hidalgo,414470,19.41,-99.176
11430,Miguel Hidalgo,414470,19.409,-99.175
11440,Miguel Hidalgo,414470,19.408,-99.174
11450,Miguel Hidalgo,414470,19.407,-99.173
11460,Miguel Hidalgo,414470,19.406,-99.172
11470,Miguel Hidalgo,414470,19.405,-99.171
11480,Miguel Hidalgo,414470,19.404,-99.17
11489,Miguel Hidalgo,414470,19.403,-99.169
11490,Miguel Hidalgo,414470,19.402,-99.168
11500,Miguel Hidalgo,414470,19.401,-99.167
11510,Miguel Hidalgo,414470,19.4,-99.166
11520,Miguel Hidalgo,414470,19.399,-99.165
11529,Miguel Hidalgo,414470,19.398,-99.164
11530,Miguel Hidalgo,414470,19.397,-99.163
11540,Miguel Hidalgo,414470,19.396,-99.162
11550,Miguel Hidalgo,414470,19.395,-99.161
11560,Miguel Hidalgo,414470,19.394,-99.16
11580,Miguel Hidalgo,414470,19.393,-99.159
11590,Miguel Hidalgo,414470,19.392,-99.158
11600,Miguel Hidalgo,414470,19.391,-99.157
11610,Miguel Hidalgo,414470,19.39,-99.156
11619,Miguel Hidalgo,414470,19.389,-99.155
11650,Miguel Hidalgo,414470,19.388,-99.154
11800,Miguel Hidalgo,414470,19.387,-99.153
11810,Miguel Hidalgo,414470,19.386,-99.152
11820,Miguel Hidalgo,414470,19.385,-99.151
11830,Miguel Hidalgo,414470,19.384,-99.15
11840,Miguel Hidalgo,414470,19.383,-99.149
11850,Miguel Hidalgo,414470,19.382,-99.148
11860,Miguel Hidalgo,414470,19.381,-99.147
11870,Miguel Hidalgo,414470,19.38,-99.146
11910,Miguel Hidalgo,414470,19.379,-99.145
11920,Miguel Hidalgo,414470,19.378,-99.144
11930,Miguel Hidalgo,414470,19.377,-99.143
11950,Miguel Hidalgo,414470,19.376,-99.142
12000,Milpa Alta,152685,19.1919,-99.0236
12100,Milpa Alta,152685,19.19,-99.022
12200,Milpa Alta,152685,19.189,-99.021
12300,Milpa Alta,152685,19.188,-99.02
12400,Milpa Alta,152685,19.187,-99.019
12500,Milpa Alta,152685,19.186,-99.018
12600,Milpa Alta,152685,19.185,-99.017
12700,Milpa Alta,152685,19.184,-99.016
12800,Milpa Alta,152685,19.183,-99.015
12900,Milpa Alta,152685,19.182,-99.014
13000,Tláhuac,392313,19.2694,-99.0058
13010,Tláhuac,392313,19.268,-99.004
13020,Tláhuac,392313,19.267,-99.003
13030,Tláhuac,392313,19.266,-99.002
13040,Tláhuac,392313,19.265,-99.001
13050,Tláhuac,392313,19.264,-99.0
13060,Tláhuac,392313,19.263,-98.999
13070,Tláhuac,392313,19.262,-98.998
13080,Tláhuac,392313,19.261,-98.997
13090,Tláhuac,392313,19.26,-98.996
13093,Tláhuac,392313,19.259,-98.995
13094,Tláhuac,392313,19.258,-98.994
13099,Tláhuac,392313,19.257,-98.993
13100,Tláhuac,392313,19.256,-98.992
13110,Tláhuac,392313,19.255,-98.991
13119,Tláhuac,392313,19.254,-98.99
13120,Tláhuac,392313,19.253,-98.989
13123,Tláhuac,392313,19.252,-98.988
13129,Tláhuac,392313,19.251,-98.987
13150,Tláhuac,392313,19.25,-98.986
13180,Tláhuac,392313,19.249,-98.985
13200,Tláhuac,392313,19.248,-98.984
13210,Tláhuac,392313,19.247,-98.983
13219,Tláhuac,392313,19.246,-98.982
13220,Tláhuac,392313,19.245,-98.981
13230,Tláhuac,392313,19.244,-98.98
13250,Tláhuac,392313,19.243,-98.979
13270,Tláhuac,392313,19.242,-98.978
13273,Tláhuac,392313,19.241,-98.977
13275,Tláhuac,392313,19.24,-98.976
13278,Tláhuac,392313,19.239,-98.975
13280,Tláhuac,392313,19.238,-98.974
13300,Tláhuac,392313,19.237,-98.973
13310,Tláhuac,392313,19.236,-98.972
13315,Tláhuac,392313,19.235,-98.971
13316,Tláhuac,392313,19.234,-98.97
13319,Tláhuac,392313,19.233,-98.969
13360,Tláhuac,392313,19.232,-98.968
13400,Tláhuac,392313,19.231,-98.967
13410,Tláhuac,392313,19.23,-98.966
13419,Tláhuac,392313,19.229,-98.965
13420,Tláhuac,392313,19.228,-98.964
13430,Tláhuac,392313,19.227,-98.963
13440,Tláhuac,392313,19.226,-98.962
13450,Tláhuac,392313,19.225,-98.961
13460,Tláhuac,392313,19.224,-98.96
13500,Tláhuac,392313,19.223,-98.959
13508,Tláhuac,392313,19.222,-98.958
13509,Tláhuac,392313,19.221,-98.957
13510,Tláhuac,392313,19.22,-98.956
13520,Tláhuac,392313,19.219,-98.955
13529,Tláhuac,392313,19.218,-98.954
13530,Tláhuac,392313,19.217,-98.953
13540,Tláhuac,392313,19.216,-98.952
13545,Tláhuac,392313,19.215,-98.951
13549,Tláhuac,392313,19.214,-98.95
13550,Tláhuac,392313,19.213,-98.949
13600,Tláhuac,392313,19.212,-98.948
13610,Tláhuac,392313,19.211,-98.947
13625,Tláhuac,392313,19.21,-98.946
13630,Tláhuac,392313,19.209,-98.945
13640,Tláhuac,392313,19.208,-98.944
14000,Tlalpan,699928,19.2969,-99.1678
14010,Tlalpan,699928,19.295,-99.166
14020,Tlalpan,699928,19.294,-99.165
14030,Tlalpan,699928,19.293,-99.164
14039,Tlalpan,699928,19.292,-99.163
14040,Tlalpan,699928,19.291,-99.162
14049,Tlalpan,699928,19.29,-99.161
14050,Tlalpan,699928,19.289,-99.16
14060,Tlalpan,699928,19.288,-99.159
14070,Tlalpan,699928,19.287,-99.158
14080,Tlalpan,699928,19.286,-99.157
14090,Tlalpan,699928,19.285,-99.156
14100,Tlalpan,699928,19.284,-99.155
14108,Tlalpan,699928,19.283,-99.154
14110,Tlalpan,699928,19.282,-99.153
14120,Tlalpan,699928,19.281,-99.152
14130,Tlalpan,699928,19.28,-99.151
14140,Tlalpan,699928,19.279,-99.15
14150,Tlalpan,699928,19.278,-99.149
14160,Tlalpan,699928,19.277,-99.148
14200,Tlalpan,699928,19.276,-99.147
14208,Tlalpan,699928,19.275,-99.146
14209,Tlalpan,699928,19.274,-99.145
14210,Tlalpan,699928,19.273,-99.144
14219,Tlalpan,699928,19.272,-99.143
14220,Tlalpan,699928,19.271,-99.142
14230,Tlalpan,699928,19.27,-99.141
14239,Tlalpan,699928,19.269,-99.14
14240,Tlalpan,699928,19.268,-99.139
14248,Tlalpan,699928,19.267,-99.138
14250,Tlalpan,699928,19.266,-99.137
14260,Tlalpan,699928,19.265,-99.136
14266,Tlalpan,699928,19.264,-99.135
14267,Tlalpan,699928,19.263,-99.134
14268,Tlalpan,699928,19.262,-99.133
14269,Tlalpan,699928,19.261,-99.132
14270,Tlalpan,699928,19.26,-99.131
14275,Tlalpan,699928,19.259,-99.13
14276,Tlalpan,699928,19.258,-99.129
14277,Tlalpan,699928,19.257,-99.128
14278,Tlalpan,699928,19.256,-99.127
14279,Tlalpan,699928,19.255,-99.126
14280,Tlalpan,699928,19.254,-99.125
14285,Tlalpan,699928,19.253,-99.124
14286,Tlalpan,699928,19.252,-99.123
14287,Tlalpan,699928,19.251,-99.122
14288,Tlalpan,699928,19.25,-99.121
14289,Tlalpan,699928,19.249,-99.12
14290,Tlalpan,699928,19.248,-99.119
14295,Tlalpan,699928,19.247,-99.118
14296,Tlalpan,699928,19.246,-99.117
14297,Tlalpan,699928,19.245,-99.116
14299,Tlalpan,699928,19.244,-99.115
14300,Tlalpan,699928,19.243,-99.114
14307,Tlalpan,699928,19.242,-99.113
14308,Tlalpan,699928,19.241,-99.112
14309,Tlalpan,699928,19.24,-99.111
14310,Tlalpan,699928,19.239,-99.11
14320,Tlalpan,699928,19.238,-99.109
14325,Tlalpan,699928,19.237,-99.108
14326,Tlalpan,699928,19.236,-99.107
14327,Tlalpan,699928,19.235,-99.106
14328,Tlalpan,699928,19.234,-99.105
14329,Tlalpan,699928,19.233,-99.104
14330,Tlalpan,699928,19.232,-99.103
14334,Tlalpan,699928,19.231,-99.102
14335,Tlalpan,699928,19.23,-99.101
14336,Tlalpan,699928,19.229,-99.1
14337,Tlalpan,699928,19.228,-99.099
14338,Tlalpan,699928,19.227,-99.098
14339,Tlalpan,699928,19.226,-99.097
14340,Tlalpan,699928,19.225,-99.096
14343,Tlalpan,699928,19.224,-99.095
14344,Tlalpan,699928,19.223,-99.094
14346,Tlalpan,699928,19.222,-99.093
14347,Tlalpan,699928,19.221,-99.092
14348,Tlalpan,699928,19.22,-99.091
14350,Tlalpan,699928,19.219,-99.09
14356,Tlalpan,699928,19.218,-99.089
14357,Tlalpan,699928,19.217,-99.088
14358,Tlalpan,699928,19.216,-99.087
14360,Tlalpan,699928,19.215,-99.086
14370,Tlalpan,699928,19.214,-99.085
14376,Tlalpan,699928,19.213,-99.084
14377,Tlalpan,699928,19.212,-99.083
14378,Tlalpan,699928,19.211,-99.082
14380,Tlalpan,699928,19.21,-99.081
14386,Tlalpan,699928,19.209,-99.08
14387,Tlalpan,699928,19.208,-99.079
14388,Tlalpan,699928,19.207,-99.078
14389,Tlalpan,699928,19.206,-99.077
14390,Tlalpan,699928,19.205,-99.076
14400,Tlalpan,699928,19.204,-99.075
14406,Tlalpan,699928,19.203,-99.074
14408,Tlalpan,699928,19.202,-99.073
14409,Tlalpan,699928,19.201,-99.072
14410,Tlalpan,699928,19.2,-99.071
14420,Tlalpan,699928,19.199,-99.07
14426,Tlalpan,699928,19.198,-99.069
14427,Tlalpan,699928,19.197,-99.068
14428,Tlalpan,699928,19.196,-99.067
14429,Tlalpan,699928,19.195,-99.066
14430,Tlalpan,699928,19.194,-99.065
14438,Tlalpan,699928,19.193,-99.064
14439,Tlalpan,699928,19.192,-99.063
14440,Tlalpan,699928,19.191,-99.062
14449,Tlalpan,699928,19.19,-99.061
14450,Tlalpan,699928,19.189,-99.06
14456,Tlalpan,699928,19.188,-99.059
14460,Tlalpan,699928,19.187,-99.058
14470,Tlalpan,699928,19.186,-99.057
14476,Tlalpan,699928,19.185,-99.056
14479,Tlalpan,699928,19.184,-99.055
14480,Tlalpan,699928,19.183,-99.054
14490,Tlalpan,699928,19.182,-99.053
14500,Tlalpan,699928,19.181,-99.052
14508,Tlalpan,699928,19.18,-99.051
14510,Tlalpan,699928,19.179,-99.05
14520,Tlalpan,699928,19.178,-99.049
14529,Tlalpan,699928,19.177,-99.048
14530,Tlalpan,699928,19.176,-99.047
14550,Tlalpan,699928,19.175,-99.046
14600,Tlalpan,699928,19.174,-99.045
14608,Tlalpan,699928,19.173,-99.044
14609,Tlalpan,699928,19.172,-99.043
14610,Tlalpan,699928,19.171,-99.042
14620,Tlalpan,699928,19.17,-99.041
14629,Tlalpan,699928,19.169,-99.04
14630,Tlalpan,699928,19.168,-99.039
14639,Tlalpan,699928,19.167,-99.038
14640,Tlalpan,699928,19.166,-99.037
14643,Tlalpan,699928,19.165,-99.036
14646,Tlalpan,699928,19.164,-99.035
14647,Tlalpan,699928,19.163,-99.034
14650,Tlalpan,699928,19.162,-99.033
14653,Tlalpan,699928,19.161,-99.032
14654,Tlalpan,699928,19.16,-99.031
14655,Tlalpan,699928,19.159,-99.03
14657,Tlalpan,699928,19.158,-99.029
14658,Tlalpan,699928,19.157,-99.028
14659,Tlalpan,699928,19.156,-99.027
14660,Tlalpan,699928,19.155,-99.026
14670,Tlalpan,699928,19.154,-99.025
14676,Tlalpan,699928,19.153,-99.024
14677,Tlalpan,699928,19.152,-99.023
14678,Tlalpan,699928,19.151,-99.022
14679,Tlalpan,699928,19.15,-99.021
14680,Tlalpan,699928,19.149,-99.02
14683,Tlalpan,699928,19.148,-99.019
14684,Tlalpan,699928,19.147,-99.018
14687,Tlalpan,699928,19.146,-99.017
14688,Tlalpan,699928,19.145,-99.016
14689,Tlalpan,699928,19.144,-99.015
14690,Tlalpan,699928,19.143,-99.014
14700,Tlalpan,699928,19.142,-99.013
14710,Tlalpan,699928,19.141,-99.012
14720,Tlalpan,699928,19.14,-99.011
14730,Tlalpan,699928,19.139,-99.01
14734,Tlalpan,699928,19.138,-99.009
14735,Tlalpan,699928,19.137,-99.008
14737,Tlalpan,699928,19.136,-99.007
14738,Tlalpan,699928,19.135,-99.006
14739,Tlalpan,699928,19.134,-99.005
14740,Tlalpan,699928,19.133,-99.004
14748,Tlalpan,699928,19.132,-99.003
14749,Tlalpan,699928,19.131,-99.002
14750,Tlalpan,699928,19.13,-99.001
14760,Tlalpan,699928,19.129,-99.0
14780,Tlalpan,699928,19.128,-98.999
14790,Tlalpan,699928,19.127,-98.998
14800,Tlalpan,699928,19.126,-98.997
14900,Tlalpan,699928,19.125,-98.996
15000,Venustiano Carranza,443704,19.4361,-99.0969
15010,Venustiano Carranza,443704,19.435,-99.095
15020,Venustiano Carranza,443704,19.434,-99.094
15100,Venustiano Carranza,443704,19.433,-99.093
15200,Venustiano Carranza,443704,19.432,-99.092
15210,Venustiano Carranza,443704,19.431,-99.091
15220,Venustiano Carranza,443704,19.43,-99.09
15230,Venustiano Carranza,443704,19.429,-99.089
15240,Venustiano Carranza,443704,19.428,-99.088
15250,Venustiano Carranza,443704,19.427,-99.087
15260,Venustiano Carranza,443704,19.426,-99.086
15270,Venustiano Carranza,443704,19.425,-99.085
15280,Venustiano Carranza,443704,19.424,-99.084
15290,Venustiano Carranza,443704,19.423,-99.083
15300,Venustiano Carranza,443704,19.422,-99.082
15309,Venustiano Carranza,443704,19.421,-99.081
15310,Venustiano Carranza,443704,19.42,-99.08
15320,Venustiano Carranza,443704,19.419,-99.079
15330,Venustiano Carranza,443704,19.418,-99.078
15339,Venustiano Carranza,443704,19.417,-99.077
15340,Venustiano Carranza,443704,19.416,-99.076
15350,Venustiano Carranza,443704,19.415,-99.075
15370,Venustiano Carranza,443704,19.414,-99.074
15380,Venustiano Carranza,443704,19.413,-99.073
15390,Venustiano Carranza,443704,19.412,-99.072
15400,Venustiano Carranza,443704,19.411,-99.071
15410,Venustiano Carranza,443704,19.41,-99.07
15420,Venustiano Carranza,443704,19.409,-99.069
15430,Venustiano Carranza,443704,19.408,-99.068
15440,Venustiano Carranza,443704,19.407,-99.067
15450,Venustiano Carranza,443704,19.406,-99.066
15460,Venustiano Carranza,443704,19.405,-99.065
15470,Venustiano Carranza,443704,19.404,-99.064
15500,Venustiano Carranza,443704,19.403,-99.063
15510,Venustiano Carranza,443704,19.402,-99.062
15520,Venustiano Carranza,443704,19.401,-99.061
15530,Venustiano Carranza,443704,19.4,-99.06
15540,Venustiano Carranza,443704,19.399,-99.059
15600,Venustiano Carranza,443704,19.398,-99.058
15610,Venustiano Carranza,443704,19.397,-99.057
15620,Venustiano Carranza,443704,19.396,-99.056
15630,Venustiano Carranza,443704,19.395,-99.055
15640,Venustiano Carranza,443704,19.394,-99.054
15650,Venustiano Carranza,443704,19.393,-99.053
15660,Venustiano Carranza,443704,19.392,-99.052
15670,Venustiano Carranza,443704,19.391,-99.051
15680,Venustiano Carranza,443704,19.39,-99.05
15700,Venustiano Carranza,443704,19.389,-99.049
15710,Venustiano Carranza,443704,19.388,-99.048
15730,Venustiano Carranza,443704,19.387,-99.047
15740,Venustiano Carranza,443704,19.386,-99.046
15750,Venustiano Carranza,443704,19.385,-99.045
15800,Venustiano Carranza,443704,19.384,-99.044
15810,Venustiano Carranza,443704,19.383,-99.043
15820,Venustiano Carranza,443704,19.382,-99.042
15830,Venustiano Carranza,443704,19.381,-99.041
15840,Venustiano Carranza,443704,19.38,-99.04
15850,Venustiano Carranza,443704,19.379,-99.039
15860,Venustiano Carranza,443704,19.378,-99.038
15870,Venustiano Carranza,443704,19.377,-99.037
15900,Venustiano Carranza,443704,19.376,-99.036
15960,Venustiano Carranza,443704,19.375,-99.035
15970,Venustiano Carranza,443704,19.374,-99.034
15980,Venustiano Carranza,443704,19.373,-99.033
15990,Venustiano Carranza,443704,19.372,-99.032
16000,Xochimilco,415933,19.2606,-99.1056
16010,Xochimilco,415933,19.259,-99.104
16020,Xochimilco,415933,19.258,-99.103
16030,Xochimilco,415933,19.257,-99.102
16034,Xochimilco,415933,19.256,-99.101
16035,Xochimilco,415933,19.255,-99.1
16036,Xochimilco,415933,19.254,-99.099
16038,Xochimilco,415933,19.253,-99.098
16039,Xochimilco,415933,19.252,-99.097
16040,Xochimilco,415933,19.251,-99.096
16050,Xochimilco,415933,19.25,-99.095
16060,Xochimilco,415933,19.249,-99.094
16070,Xochimilco,415933,19.248,-99.093
16080,Xochimilco,415933,19.247,-99.092
16090,Xochimilco,415933,19.246,-99.091
16100,Xochimilco,415933,19.245,-99.09
16200,Xochimilco,415933,19.244,-99.089
16210,Xochimilco,415933,19.243,-99.088
16220,Xochimilco,415933,19.242,-99.087
16230,Xochimilco,415933,19.241,-99.086
16240,Xochimilco,415933,19.24,-99.085
16247,Xochimilco,415933,19.239,-99.084
16248,Xochimilco,415933,19.238,-99.083
16249,Xochimilco,415933,19.237,-99.082
16250,Xochimilco,415933,19.236,-99.081
16260,Xochimilco,415933,19.235,-99.08
16269,Xochimilco,415933,19.234,-99.079
16270,Xochimilco,415933,19.233,-99.078
16280,Xochimilco,415933,19.232,-99.077
16284,Xochimilco,415933,19.231,-99.076
16285,Xochimilco,415933,19.23,-99.075
16290,Xochimilco,415933,19.229,-99.074
16300,Xochimilco,415933,19.228,-99.073
16310,Xochimilco,415933,19.227,-99.072
16320,Xochimilco,415933,19.226,-99.071
16330,Xochimilco,415933,19.225,-99.07
16340,Xochimilco,415933,19.224,-99.069
16400,Xochimilco,415933,19.223,-99.068
16410,Xochimilco,415933,19.222,-99.067
16420,Xochimilco,415933,19.221,-99.066
16428,Xochimilco,415933,19.22,-99.065
16429,Xochimilco,415933,19.219,-99.064
16430,Xochimilco,415933,19.218,-99.063
16440,Xochimilco,415933,19.217,-99.062
16443,Xochimilco,415933,19.216,-99.061
16444,Xochimilco,415933,19.215,-99.06
16450,Xochimilco,415933,19.214,-99.059
16457,Xochimilco,415933,19.213,-99.058
16459,Xochimilco,415933,19.212,-99.057
16500,Xochimilco,415933,19.211,-99.056
16510,Xochimilco,415933,19.21,-99.055
16513,Xochimilco,415933,19.209,-99.054
16514,Xochimilco,415933,19.208,-99.053
16515,Xochimilco,415933,19.207,-99.052
16520,Xochimilco,415933,19.206,-99.051
16530,Xochimilco,415933,19.205,-99.05
16550,Xochimilco,415933,19.204,-99.049
16600,Xochimilco,415933,19.203,-99.048
16604,Xochimilco,415933,19.202,-99.047
16605,Xochimilco,415933,19.201,-99.046
16606,Xochimilco,415933,19.2,-99.045
16607,Xochimilco,415933,19.199,-99.044
16609,Xochimilco,415933,19.198,-99.043
16610,Xochimilco,415933,19.197,-99.042
16614,Xochimilco,415933,19.196,-99.041
16615,Xochimilco,415933,19.195,-99.04
16616,Xochimilco,415933,19.194,-99.039
16617,Xochimilco,415933,19.193,-99.038
16620,Xochimilco,415933,19.192,-99.037
16629,Xochimilco,415933,19.191,-99.036
16630,Xochimilco,415933,19.19,-99.035
16640,Xochimilco,415933,19.189,-99.034
16650,Xochimilco,415933,19.188,-99.033
